5 Digit NTD ID,ntdid,name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Form Module Type,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,P.O. Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
7R02-70186,7R02-071,Greenwood County Council on Aging,,,Active,Rural Reporter,Rural General Public Transit,Area Agency on Aging,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,209 N. Oak Street,,Eureka,KS,67045,,,7,www.sckaaa.org,,827982729,,,,,,,,,,5,,5,,
7R02-70187,7R02-072,"Twin Rivers Developmental Supports, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"22179 D. Street, Strotherfield Field",,Arkansas City,KS,67601,1016,,7,www.twinriversdevelopmental.com,,8810405,,,,,,,,,,8,,8,,
7R02-70191,7R02-047,City of Phillipsburg,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,945 2nd Street,,Phillipsburg,KS,67661,,PO Box 447,7,www.phillipsburg.us,,48819627,,,,,,,,,,2,,2,,
7R02-70196,7R02-030,Republic County Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,702 K Street,,Belleville,KS,66935,1520,,7,,,124771473,,,,,,,,,,1,,1,,
7R02-70197,7R02-102,Lane County Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,144 S Lane,,Dighton,KS,67839,,Box 788,7,http://dightonkansas.com/business_directory/lane-county-public-transportation,,47770052,,,,,,,,,,1,,1,1,1
7R02-70199,7R02-051,Logan County Hospital,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,211 Cherry Ave.,,Oakley,KS,67748,,,7,www.logancountyhospital.com,,73061830,,,,,,,,,,1,,1,,
7R02-70201,7R02-007,"Independence, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,2001 Haskell Ave,,Lawrence,KS,66046,,,7,www.independenceinc.org,,39814231,,,,,,,,,,2,,2,,
7R02-70204,7R02-056,Anderson County Council on Aging,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,120 W. 5th,,Garnett,KS,66032,,PO Box 129,7,,,826409476,,,,,,,,,,3,,3,,
7R02-70206,7R02-080,Kingman County Council on Aging,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,305 N Cedar,,Kingaman,KS,67605,,,7,,,136382152,,,,,,,,,,2,,2,,
7R02-70208,7R02-015,Marshall County Agency on Aging,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,111 South 8th Street,,Marysville,KS,66508,,,7,http://ks-marshall.manatron.com/,,113543677,,,,,,,,,,4,,4,,
7R02-70209,7R02-124,"Four County Mental Health, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,3751 West Main Street,,Independence,KS,67301,688,688,7,www.fourcounty.com,,35452895,,,,,,,,,,26,,26,,
7R02-70210,7R02-084,Rice County Council on Aging,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,117 West Avenue South,,Lyons,KS,67554,,,7,www.ricecountycouncilonaging.com,,799370382,,,,,,,,,,3,,3,,
7R02-70213,7R02-009,Nemaha County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,607 Nemaha St.,,Seneca,KS,66538,,223,7,,,176538965,,,,,,,,,,4,,4,,
7R02-70215,7R02-049,City of Goodland,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,204 W. 11th,,Goodland,KS,67735,,PO Box 59,7,www.goodlandks.us,,167304927,,,,,,,,,,1,,1,,
7R02-70218,7R02-026,Wabaunsee County General Public Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,215 Kansas,,Alma,KS,66401,,4,7,http://ks-wabaunsee.manatron.com,,52999166,,,,,,,,,,2,,2,,
7R02-70222,7R02-059,Coffey County Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,520 Cross St,,Burlington,KS,66839,,,7,www.coffeycountytransportation.com,,607066722,,,,,,,,,,4,,4,,
7R02-70225,7R02-057,Franklin County Aging Services,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1538 Industrial Ave.,,Ottawa,KS,66067,,,7,www.officeonaging.org/default.aspx,,964724293,,,,,,,,,,4,,4,,
7R02-70226,7R02-065,Class LTD,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1200 Merle Evans Drive,,Columbus,KS,66725,,,7,www.classltd.org,,96750518,,,,,,,,,,4,,4,,
7R02-70227,7R02-125,City of Liberal,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,324 N. Kansas,,Liberal,KS,67905,,,7,http://cityofliberal.org/208/City-Bus,,91437988,,,,,,,,,,8,,8,,
7R02-70228,7R02-083,Harper County Department on Aging,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"201 North Jennings Street, Historic Courthouse",,Anthony,KS,67003,,462,7,www.harpercountyks.gov,,30604920,,,,,,,,,,4,,4,,
7R02-70231,7R02-003,Leavenworth County Council on Aging,COA,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,109 - A Delaware,,Leavenworth,KS,66048,,,7,www.leavenworthcounty.org,,160219028,,,,,,,,,,7,,7,,
7R02-70235,7R02-075,"Cowley County Council on Aging, Inc.",CCCOA,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"700 Gary, Suite C",,Winfield,KS,67156,,,7,,,845847672,,,,,,,,,,5,,5,,
7R02-70238,7R02-077,Harvey County Department on Aging,,,Active,Rural Reporter,Rural General Public Transit,State Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,800 N Main,,Newton,KS,67114,,687,7,http://www.harveycounty.com/departments/department,,837012434,,,,,,,,,,7,,7,,
7R02-70239,7R02-067,"Senior Services of Southeast Kansas, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,618 Union Street,,Coffeyville,KS,67337,,1415,7,www.sekseniorservices.org,,128516101,,,,,,,,,,4,,4,,
7R02-70241,7R02-053,City of Russell,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,133 W 8th Street,,Russell,KS,67665,,PO Box 112,7,www.russellcity.org,,142010821,,,,,,,,,,1,,1,,
7R02-70243,7R02-123,"Village Tours, LLC",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,7R02,Kansas Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,8620 West 21st North,,Wichita,KS,67205,0,,7,www.beeline-express.com,,33669805,,,,,,,,,,,,,,
7R02-70245,7R02-055,Community Senior Service Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,815 6th Street,,Osawatomie,KS,66064,,,7,,,164393498,,,,,,,,,,3,,3,,
7R02-70248,7R02-022,Lyon County Area Transportation,LCAT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,430 Commercial,,Emporia,KS,66801,,,7,www.LyonCounty.org,,86815388,,,,,,,,,,7,,7,,
7R02-70250,7R02-020,Clay County Task Force,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1619 3rd Street,,Clay Center,KS,67432,,,7,,,47542399,,,,,,,,,,1,,1,,
7R02-70255,7R02-032,"Solomon Valley Transportation, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Independent Public Agency or Authority of Transit Service,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,422 West 8th Street,,Beloit,KS,67420,,Box 99,7,,,78393722,,,,,,,,,,5,,5,18,3
7R02-70259,7R02-082,Futures Unlimited,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,2410 North A Street,,Wellington,KS,67152,,,7,www.futures-unlimited.org,,91435370,,,,,,,,,,5,,5,,
7R02-70266,7R02-081,City of Kingman,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,324 North Main,,Kingman,KS,67068,,,7,www.cityofkingman.com/transport.html,,29314218,,,,,,,,,,2,,2,,
7R02-70267,7R02-120,Project Concern,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,504 Kansas Avenue,,Atchinson,KS,66002,,,7,,,155957459,,,,,,,,,,2,,2,0,2
7R02-70268,7R02-052,Gove County Medical Center,GCMC,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,520 W 5th Street,,Quinter,KS,67752,,PO Box 129,7,www.gcmc.ws,,97703219,,,,,,,,,,2,,2,,
7R02-77076,,Rawlins County ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"607 Main Street, #C",,Atwood,KS,67730,,,7,https://sites.google.com/a/rawlinscounty.org/rawlins-county-courthouse/,,141704978,,,,,,,,,,1,,1,,
7R03,7R03,Missouri Department of Transportation,,,Active,State Reporter,State,,,,,06/30/2015,10/31/2015,Multimodal Operations,105 W. Capitol Avenue,Jefferson City,MO,65102,270,270,7,http://www.modot.gov/,1814,,0,0,,,,,,,,,,,,
7R03-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,2100 E. 26th Street,,Minneapolis,MN,55404,,,5,www.jeffersonlines.com,,796370567,,,,,,,,,,,,,,
7R03-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,350 N St. Paul Street,,Dallas,TX,75201,,,6,www.greyhound.com,,825063233,,,,,,,,,,,,,,
7R03-70063,7R03-007,"Dunklin County Transit Service, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,610 North Douglas,,Malden,MO,63863,,293,7,http://www.dctsmalden.com,,175615301,,,,,,,,,,20,,20,,
7R03-70067,7R03-001,City of Bloomfield,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,P. O. Box 350,,Bloomfield,MO,63825,,,7,http://www.cityofbloomfield.net/transit.html,,47804349,,,,,,,,,,2,,2,,
7R03-70085,7R03-005,City of Mount Vernon,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,319 East Dallas Street,,Mt. Vernon,MO,65712,,70,7,http://www.mtvernon-cityhall.org,,12114492,,,,,,,,,,3,,3,,
7R03-70090,7R03-020,"Stoddard County Transit Services, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1010 Wildwood Drive,,Dexter,MO,63841,,,7,http://www.stoddardcountytransit.weebly.com/,,150200616,,,,,,,,,,10,,10,,
7R03-70091,7R03-029,"Southeast Missouri Transportation, Inc.","SMTS, Inc.",,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,700 East Highway 72,,Fredericktown,MO,63645,,679,7,http://www.ridesmts.org/,,66914169,,,,,,,,,,158,,158,,
7R03-70099,7R03-008,Licking Bridge Builders Senior Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,116 Green Street,,Licking ,MO,65542,,32,7,http://lickingbb.com/page12.php,,16699881,,,,,,,,,,2,,2,,
7R03-70106,7R03-024,"Ray County Transportation, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,P. O. Box 382,213 Valley Drive,Richmond,MO,64085,1393,382,7,http://directtransit.org/,,960770758,,,,,,,,,,18,,18,,
7R03-70114,7R03-010,"Ripley County Transit, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,P. O. Box 541,,Doniphan,MO,63935,,,7,http://www.ripleycountymissouri.org/transportation.php,,122712081,,,,,,,,,,13,,13,,
7R03-70116,7R03-037,Burlington Stage Lines,Burlington Trailways,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,Intercity Bus,06/30/2015,10/31/2015,P. O. Box 531,,West Burlington,IA,52655,531,,7,http://burlingtontrailways.com/,,132380288,,,,,,,,,,,,,,
7R03-70133,7R03-017,"OATS, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,"2501 Maguire Blvd., #101",,Columbia,MO,65201,8252,,7,http://www.oatstransit.org/,,20361762,,,,,,,,,,683,,683,,
7R03-70134,7R03-016,City of Nevada,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,110 South Ash Steet,,Nevada,MO,64772,,,7,Http://nevadamo.org,,92853381,,,,,,,,,,4,,4,3,3
7R03-70140,7R03-009,"Mississippi County Transit System, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,P. O. Box 193,"274 S. Clay Morgan, Industrial Park",East Prairie,MO,63845,1123,193,7,N/A,,152622239,,,,,,,,,,5,,5,,
7R03-70147,7R03-030,City of New Madrid,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,560 Mott Street,,New Madrid,MO,63869,96,96,7,http://www.new-madrid.mo.us/Index.aspx?NID=153,,49419047,,,,,,,,,,2,,2,,
7R03-70152,7R03-002,City of Carthage,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,326 Grant Street,,Carthage,MO,64836,,,7,http://carthagemo.gov/index.asp?Type=B_BASIC&SEC={784B2846-847F-4A3D-B3CF-FCC265368492},,46598512,,,,,,,,,,2,,2,,
7R03-70155,7R03-006,City of West Plains,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1910 Holiday Lane,,West Plains,MO,65775,,,7,http://www.westplains.net/transitbusroutes.php,,124721424,,,,,,,,,,4,,4,,
7R03-70162,7R03-027,City of Excelsior Springs,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,201 East Broadway,,Excelsior Springs,MO,64024,,,7,http://www.cityofesmo.com/transportation.html,,7168404,,,,,,,,,,2,,2,,
7R03-70165,7R03-003,City of Houston,Houston Shuttle,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,601 South Grand Avenue,,Houston,MO,65483,1532,,7,http://www.houstonmo.org/,,53453569,,,,,,,,,,2,,2,,
7R03-70168,7R03-018,"Scott County Transit System, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,105 East Center,,Sikeston,MO,63801,,,7,N/A,,167034107,,,,,,,,,,7,,7,,
7R03-70177,7R03-013,City of El Dorado Springs,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,135 West Spring Street,,El Dorado Springs,MO,64744,,,7,http://www.eldoradotransit.com/riderguide.html,,47493895,,,,,,,,,,2,,2,,
7R03-70189,7R03-012,City of Clinton,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,105 East Ohio Street,,Clinton,MO,64735,,,7,http://www.ci.clinton.ia.us/html/MTA_busschd.html,,3422540,,,,,,,,,,4,,4,,
7R03-70211,7R03-004,City of Lamar,T.A.T.S.,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1106 Broadway,,Lamar,MO,64759,,,7,http://www.cityoflamar.org/index.php?option=com_content&view=article&id=57&Itemid=204,,39413901,,,,,,,,,,3,,3,,
7R03-70249,7R03-011,"Franklin County Transportation Council, Inc.",,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,519 B East Independence,,Union,MO,63084,,19,7,http://www.oatstransit.org/#!east-region/cida,,796111854,,,,,,,,,,18,,18,,
7R03-70257,7R03-014,Macon Area Chamber of Commerce,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,1407 North Missouri Street,,Macon,MO,63552,,,7,N/A,,834178352,,,,,,,,,,1,,1,,
7R03-70263,7R03-019,"SERVE, Inc.","SERVE CALTRAN, Inc.",,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,06/30/2015,10/31/2015,4901 County Road 304,,Fulton,MO,65251,,,7,http://www.serveinc.net/services/caltran/,,169788528,,,,,,,,,,10,,10,,
7R04,7R04,Nebraska Department of Roads,,,Active,State Reporter,State,,,,,06/30/2015,10/31/2015,Rail and Public Transportation,1500 Highway 2,Lincoln,NE,68509,4759,94759,7,http://www.dor.state.ne.us/,1815,808881403,0,0,,,,,,,,,,,,
7R04-70058,7R04-054,Sheridan County Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Sheridan County Public Transit,270 Pine St,Chadron,NE,69337,,na,7,http://www.ncap.info/scpts/scpts.php,,168890309,,,,,,,,,,2,,2,,
7R04-70069,7R04-012,Schuyler ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City of Schuyler Public Transportation,1103 B St,Schuyler,NE,68661,,NA,7,N/A,0,25454513,,,,,,,,,,1,,1,,
7R04-70073,7R04-011,Midland Area Agency ,,,Active,Rural Reporter,Rural General Public Transit,Area Agency on Aging,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Midland Area Agency on Aging,2727 W 2nd St   Ste 440,Hastings,NE,68901,,,7,http://www.midlandareaagencyonaging.org,0,168561264,,,,,,,,,,7,,7,,
7R04-70074,7R04-010,City Of Sidney ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Sidney Public Transportation,,Sidney,NE,69162,,79,7,http://www.cityofsidney.org/index.aspx?nid=251,0,82537952,,,,,,,,,,4,,4,,
7R04-70076,7R04-023,Blue River AAA,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Blue River AAAA,1901 Court St,Beatrice,NE,68310,,na,7,http://braaa.org/services/transportation.aspx,0,168559920,,,,,,,,,,21,,21,,
7R04-70079,7R04-025,Grant County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Grant County Public Transportation,,Hyannis,NE,69350,,139,7,N/A,0,159235282,,,,,,,,,,1,,1,,
7R04-70081,7R04-005,Mid-Nebraska Community Action,RYDE,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Community Action Partnership of Mid-Nebraska,,Kearney,NE,68848,2288,2288,7,http://www.mnca.net/ryde.html,0,68662444,,,,,,,,,,51,,51,,
7R04-70095,7R04-042,Fullerton Area Senior Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Fullerton Area Senior center,,Fullerton,NE,68638,,632,7,N/A,0,90940065,,,,,,,,,,2,,2,,
7R04-70098,7R04-059,Guide Rock,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Village Clerk of Guide Rock,,Guide Rock,NE,68942,,41,7,N/A,0,148103372,,,,,,,,,,3,,3,,
7R04-70100,7R04-029,Hitch & Hay Public Transit,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Stratton Industrial Commission,,Stratton,NE,69043,,81,7,N/A,0,45832305,,,,,,,,,,3,,3,,
7R04-70107,7R04-004,Box Butte Co,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Box Butte County Public Transportation,,Alliance,NE,69301,,825,7,http://www.visitalliance.com/transportation.php,0,184208817,,,,,,,,,,6,,6,,
7R04-70110,7R04-017,Chappell Senior Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Chappell Senior Center,,Chappell,NE,69129,,241,7,http://www.chappellne.org/info.htm,0,136140949,,,,,,,,,,4,,4,,
7R04-70112,7R04-048,Southeast Nebraska Community Action Partnership,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Richardson County Transit,PO Box 646,Humboldt,NE,68376,,646,7,http://www.senca.org/index.php,,22701825,,,,,,,,,,3,,3,,
7R04-70113,7R04-024,Commmunity Memorial Health Center Burwell,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Burwell Public Transportation,295 N 8th,Burwell,NE,68823,340,na,7,N/A,0,44375269,,,,,,,,,,4,,4,,
7R04-70119,7R04-013,City of Broken Bow,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Broken Bow Public Transportation,,Broken Bow,NE,68822,,504,7,http://www.cityofbrokenbow.org/handi-bus,0,94683273,,,,,,,,,,1,,1,,
7R04-70121,7R04-007,Butler County Senior Service Program,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Butler County Public Transportation,592 D St,David City,NE,68632,,na,7,http://www.co.butler.ne.us/webpages/services/senior_services.html,0,627788391,,,,,,,,,,3,,3,,
7R04-70124,7R04-006,Oakland Heights,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Oakland Public Transportation,207 S Engdahl Ave,Oakland,NE,68045,,na,7,N/A,0,132466905,,,,,,,,,,4,,4,,
7R04-70125,7R04-003,City of Neligh ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City of Neligh Public Transportation,,Neligh,NE,68756,87,87,7,http://www.neligh.org/city-hall/dial-a-ride/,0,143416696,,,,,,,,,,2,,2,,
